,Film_x,Genre,A,B,D,F,S,test,Unnamed: 0,Film_y,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
343,Unbreakable,Fantasy,3,1,2,1,4,unbreakable,0,Unbreakable,2000,PG-13,22 Nov 2000,106 min,62.0,7.3,"377,826",tt0217869,"$95,000,000"
344,Willow,Fantasy,0,0,0,0,0,willow,0,Willow,1988,PG,20 May 1988,126 min,47.0,7.3,"98,271",tt0096446,
345,Pirates of the Caribbean: Dead Man's Chest,Fantasy,1,0,1,0,0,pirates of the caribbean: dead man's chest,0,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,07 Jul 2006,151 min,53.0,7.3,"640,351",tt0383574,"$423,032,628"
346,Ted,Fantasy,18,1,1,73,45,ted,0,Ted,2012,R,29 Jun 2012,106 min,62.0,6.9,"559,475",tt1637725,"$218,100,000"
347,Pleasantville,Fantasy,0,1,3,1,2,pleasantville,0,Pleasantville,1998,PG-13,23 Oct 1998,124 min,71.0,7.5,"119,048",tt0120789,
348,Thor,Fantasy,1,0,2,0,0,thor,0,Thor,2011,PG-13,06 May 2011,115 min,57.0,7.0,"725,928",tt0800369,"$181,015,141"
349,Apollo 13,Adventure,0,0,0,0,0,apollo 13,0,Apollo 13,1995,PG,30 Jun 1995,140 min,77.0,7.6,"259,692",tt0112384,
350,30 Minutes or Less,Adventure,17,13,10,182,65,30 minutes or less,0,30 Minutes or Less,2011,R,12 Aug 2011,83 min,49.0,6.1,"91,732",tt1622547,"$37,100,000"
351,Three Men and a Baby,Family,30,9,29,11,39,three men and a baby,0,Three Men and a Baby,1987,PG,25 Nov 1987,102 min,61.0,6.0,"46,024",tt0094137,
352,You've Got Mail,Romance,1,1,2,4,5,you've got mail,0,You've Got Mail,1998,PG,18 Dec 1998,119 min,57.0,6.6,"188,515",tt0128853,
353,Youth in Revolt,Romance,7,0,5,5,5,youth in revolt,0,Youth in Revolt,2009,R,08 Jan 2010,90 min,63.0,6.4,"71,723",tt0403702,"$15,150,933"
354,Speed Racer,Family,6,0,1,0,0,speed racer,0,Speed Racer,2008,PG,09 May 2008,135 min,37.0,6.0,"67,391",tt0811080,"$43,929,341"
355,Zerophilia,Romance,8,3,7,15,5,zerophilia,0,Zerophilia,2005,,13 Oct 2006,90 min,41.0,6.2,"2,176",tt0421090,
356,Mystery Men,Fantasy,1,2,3,0,0,mystery men,0,Mystery Men,1999,PG-13,06 Aug 1999,121 min,65.0,6.1,"60,815",tt0132347,
357,Yes Man,Romance,2,3,2,2,10,yes man,0,Yes Man,2008,PG-13,19 Dec 2008,104 min,46.0,6.8,"327,362",tt1068680,"$97,600,000"
358,Wild At Heart,Romance,7,4,9,38,20,wild at heart,0,Wild at Heart,1990,R,17 Aug 1990,125 min,52.0,7.2,"80,227",tt0100935,
359,Witness,Romance,1,2,6,3,6,witness,0,Witness,1985,R,08 Feb 1985,112 min,76.0,7.4,"83,584",tt0090329,
360,Water for Elephants,Romance,3,1,9,1,7,water for elephants,0,Water for Elephants,2011,PG-13,22 Apr 2011,120 min,52.0,6.9,"109,237",tt1067583,"$58,700,247"
361,True Romance,Romance,0,0,0,0,0,true romance,0,True Romance,1993,R,10 Sep 1993,119 min,59.0,7.9,"199,873",tt0108399,
362,Up in the Air,Romance,8,0,0,28,10,up in the air,0,Up in the Air,2009,R,23 Dec 2009,109 min,83.0,7.4,"312,450",tt1193138,"$83,775,048"
363,Tristan and Isolde,Romance,0,0,0,0,0,tristan and isolde,0,Tristan and Isolde,1981,,15 Jan 1982,84 min,,6.6,71,tt0089146,
364,True Lies,Romance,2,14,10,3,17,true lies,0,True Lies,1994,R,15 Jul 1994,141 min,63.0,7.2,"231,028",tt0111503,
365,Twilight,Romance,1,0,0,0,0,twilight,0,Twilight,2008,PG-13,21 Nov 2008,122 min,56.0,5.2,"412,755",tt1099212,"$191,449,475"
366,Tamara Drewe,Romance,2,2,3,42,15,tamara drewe,0,Tamara Drewe,2010,R,10 Sep 2010,107 min,64.0,6.2,"20,168",tt1486190,"$560,101"
367,There's Something About Mary,Romance,9,6,6,60,29,there's something about mary,0,There's Something About Mary,1998,R,15 Jul 1998,119 min,69.0,7.1,"284,946",tt0129387,
368,St. Elmo's Fire,Romance,3,1,5,12,16,st. elmo's fire,0,St. Elmo's Fire,1985,R,28 Jun 1985,110 min,35.0,6.4,"34,515",tt0090060,
369,Spanglish,Romance,3,0,10,3,2,spanglish,0,Spanglish,2004,PG-13,17 Dec 2004,131 min,48.0,6.4,"76,974",tt0371246,"$42,044,321"
370,Titanic,Romance,1,2,17,2,10,titanic,0,Titanic,1997,PG-13,19 Dec 1997,194 min,75.0,7.8,"1,015,018",tt0120338,
371,Something's Gotta Give,Romance,5,2,2,7,5,something's gotta give,0,Something's Gotta Give,2003,PG-13,12 Dec 2003,128 min,66.0,6.7,"109,002",tt0337741,"$121,400,000"
372,Tin Cup,Romance,23,2,14,15,25,tin cup,0,Tin Cup,1996,R,16 Aug 1996,135 min,60.0,6.4,"45,017",tt0117918,
373,Sleepless in Seattle,Romance,0,0,0,2,2,sleepless in seattle,0,Sleepless in Seattle,1993,PG,25 Jun 1993,105 min,72.0,6.8,"153,813",tt0108160,
374,So I Married an Axe Murderer,Romance,9,4,2,2,7,so i married an axe murderer,0,So I Married an Axe Murderer,1993,PG-13,30 Jul 1993,93 min,,6.4,"32,534",tt0108174,
375,Slumdog Millionaire,Romance,0,0,1,2,11,slumdog millionaire,0,Slumdog Millionaire,2008,R,25 Dec 2008,120 min,84.0,8.0,"781,199",tt1010048,"$141,243,551"
376,Silver Linings Playbook,Romance,4,0,5,75,24,silver linings playbook,0,Silver Linings Playbook,2012,R,25 Dec 2012,122 min,81.0,7.7,"647,342",tt1045658,"$132,088,910"
377,Shakespeare in Love,Romance,0,0,2,0,1,shakespeare in love,0,Shakespeare in Love,1998,R,08 Jan 1999,123 min,87.0,7.1,"209,610",tt0138097,
378,Sex and the City,Romance,4,1,1,7,6,sex and the city,0,Sex and the City,2008,R,30 May 2008,145 min,53.0,5.6,"113,892",tt1000774,"$152,595,674"
379,She's Out of My League,Romance,12,7,7,45,39,she's out of my league,0,She's Out of My League,2010,R,12 Mar 2010,104 min,46.0,6.4,"123,849",tt0815236,"$28,712,974"
380,Sense and Sensibility,Romance,0,1,0,0,0,sense and sensibility,0,Sense and Sensibility,1995,PG,26 Jan 1996,136 min,84.0,7.6,"98,350",tt0114388,
381,Save the Last Dance,Romance,26,12,9,32,56,save the last dance,0,Save the Last Dance,2001,PG-13,12 Jan 2001,112 min,53.0,6.2,"55,963",tt0206275,
382,X-Men,Sci-Fi,1,0,1,0,0,x-men,0,X-Men,2000,PG-13,14 Jul 2000,104 min,64.0,7.4,"559,246",tt0120903,"$156,164,829"
383,War of the Worlds,Sci-Fi,2,0,3,0,6,war of the worlds,0,War of the Worlds,2005,PG-13,29 Jun 2005,116 min,73.0,6.5,"405,645",tt0407304,"$234,141,872"
384,TRON: Legacy,Sci-Fi,0,0,2,0,0,tron: legacy,0,TRON: Legacy,2010,PG,17 Dec 2010,125 min,49.0,6.8,"307,359",tt1104001,"$172,051,787"
385,Twins,Sci-Fi,3,1,4,1,19,twins,0,Twins,1988,PG,09 Dec 1988,107 min,53.0,6.1,"109,641",tt0096320,
386,V for Vendetta,Sci-Fi,1,1,11,8,2,v for vendetta,0,V for Vendetta,2005,R,17 Mar 2006,132 min,62.0,8.2,"1,002,654",tt0434409,"$70,500,000"
387,Virtuosity,Sci-Fi,8,8,2,7,7,virtuosity,0,Virtuosity,1995,R,04 Aug 1995,106 min,39.0,5.6,"27,248",tt0114857,
388,Watchmen,Sci-Fi,3,3,12,0,6,watchmen,0,Watchmen,2009,R,06 Mar 2009,162 min,56.0,7.6,"487,586",tt0409459,"$107,453,620"
389,X-Men Origins: Wolverine,Sci-Fi,2,1,6,0,0,x-men origins: wolverine,0,X-Men Origins: Wolverine,2009,PG-13,01 May 2009,107 min,40.0,6.6,"457,050",tt0458525,"$179,737,340"
390,TRON,Sci-Fi,0,0,2,0,0,tron,0,TRON,1982,PG,09 Jul 1982,96 min,58.0,6.8,"110,680",tt0084827,
391,Surrogates,Sci-Fi,7,2,8,0,2,surrogates,0,Surrogates,2009,PG-13,25 Sep 2009,89 min,45.0,6.3,"167,007",tt0986263,"$38,542,418"
392,Total Recall,Sci-Fi,0,1,0,2,4,total recall,0,Total Recall,1990,R,01 Jun 1990,113 min,57.0,7.5,"291,951",tt0100802,"$119,000,000"
393,Terminator Salvation,Sci-Fi,3,1,7,2,6,terminator salvation,0,Terminator Salvation,2009,PG-13,21 May 2009,115 min,49.0,6.5,"337,037",tt0438488,"$125,286,889"
394,Terminator,Sci-Fi,3,1,4,9,4,terminator,0,Terminator,1991,,,39 min,,6.1,27,tt5817168,
395,Starship Troopers,Sci-Fi,2,3,0,0,0,starship troopers,0,Starship Troopers,1997,R,07 Nov 1997,129 min,51.0,7.2,"261,834",tt0120201,
396,Supergirl,Sci-Fi,1,1,0,0,0,supergirl,0,Supergirl,2015–,TV-PG,26 Oct 2015,43 min,,6.3,"106,927",tt4016454,
397,Shrek the Third,Animation,0,0,0,0,0,shrek the third,0,Shrek the Third,2007,PG,18 May 2007,93 min,58.0,6.1,"272,550",tt0413267,"$320,706,665"
398,Toy Story,Animation,0,0,0,0,0,toy story,0,Toy Story,1995,G,22 Nov 1995,81 min,95.0,8.3,"857,038",tt0114709,
399,Shrek,Animation,2,0,2,0,0,shrek,0,Shrek,2001,PG,18 May 2001,90 min,84.0,7.8,"596,311",tt0126029,"$266,982,666"
400,TMNT,Animation,4,0,0,0,0,tmnt,0,TMNT,2007,PG,23 Mar 2007,103 min,41.0,6.2,"60,242",tt0453556,"$54,132,596"
401,Up,Animation,0,0,0,0,0,up,0,Up,2009,PG,29 May 2009,96 min,88.0,8.2,"904,824",tt1049413,"$292,979,556"
402,Rise of the Guardians,Animation,0,0,0,0,0,rise of the guardians,0,Rise of the Guardians,2012,PG,21 Nov 2012,97 min,58.0,7.3,"152,477",tt1446192,"$98,800,000"
403,How to Train Your Dragon,Animation,0,0,0,0,0,how to train your dragon,0,How to Train Your Dragon,2010,PG,26 Mar 2010,98 min,75.0,8.1,"647,266",tt0892769,"$216,900,000"
404,How to Train Your Dragon 2,Animation,0,0,0,0,0,how to train your dragon 2,0,How to Train Your Dragon 2,2014,PG,13 Jun 2014,102 min,76.0,7.8,"296,202",tt1646971,"$147,065,544"
405,ParaNorman,Animation,0,0,3,0,0,paranorman,0,ParaNorman,2012,PG,17 Aug 2012,92 min,72.0,7.0,"91,243",tt1623288,"$55,994,557"
406,Monkeybone,Animation,11,1,6,0,7,monkeybone,0,Monkeybone,2001,PG-13,23 Feb 2001,93 min,40.0,4.7,"16,394",tt0166276,"$4,942,155"
407,Beavis and Butt-head Do America,Animation,14,1,13,0,0,beavis and butt-head do america,0,Beavis and Butt-Head Do America,1996,PG-13,20 Dec 1996,81 min,64.0,6.8,"50,067",tt0115641,
408,Despicable Me 2,Animation,0,0,0,0,0,despicable me 2,0,Despicable Me 2,2013,PG,03 Jul 2013,98 min,62.0,7.3,"360,967",tt1690953,"$368,049,635"
409,Cars 2,Animation,0,0,0,0,0,cars 2,0,Cars 2,2011,G,24 Jun 2011,106 min,57.0,6.1,"152,890",tt1216475,"$191,450,875"
410,Coco,Animation,0,0,0,0,0,coco,0,Coco,2017,PG,22 Nov 2017,105 min,81.0,8.4,"343,940",tt2380307,"$208,487,719"
411,American Gangster,Crime,3,1,5,79,10,american gangster,0,American Gangster,2007,R,02 Nov 2007,157 min,76.0,7.8,"381,260",tt0765429,"$130,127,620"
412,A Scanner Darkly,Crime,5,0,6,70,29,a scanner darkly,0,A Scanner Darkly,2006,R,28 Jul 2006,100 min,73.0,7.1,"104,320",tt0405296,"$5,281,537"
413,American Hustle,Crime,2,4,5,99,32,american hustle,0,American Hustle,2013,R,20 Dec 2013,138 min,90.0,7.2,"437,260",tt1800241,"$99,165,609"
414,Analyze This,Crime,8,2,7,56,22,analyze this,0,Analyze This,1999,R,05 Mar 1999,103 min,61.0,6.7,"143,019",tt0122933,
415,Bad Lieutenant,Crime,5,2,3,68,21,bad lieutenant,0,Bad Lieutenant,1992,NC-17,17 Dec 1992,96 min,70.0,7.1,"37,481",tt0103759,
416,Analyze That,Crime,8,3,2,74,24,analyze that,0,Analyze That,2002,R,06 Dec 2002,96 min,37.0,5.9,"81,023",tt0289848,"$32,070,920"
417,Arsenic and Old Lace,Crime,0,0,0,0,0,arsenic and old lace,0,Arsenic and Old Lace,1944,Not Rated,23 Sep 1944,118 min,,8.0,"63,845",tt0036613,
418,Bad Country,Crime,7,3,10,83,21,bad country,0,Bad Country,2014,R,29 Apr 2014,95 min,,5.8,"7,866",tt2350892,
419,Collateral Damage,Thriller,8,6,4,12,13,collateral damage,0,Collateral Damage,2002,R,08 Feb 2002,108 min,33.0,5.5,"70,795",tt0233469,"$39,965,988"
420,Commando,Thriller,5,0,0,7,7,commando,0,Commando,1985,R,04 Oct 1985,90 min,51.0,6.7,"142,224",tt0088944,
421,Cradle 2 the Grave,Thriller,9,5,0,34,21,cradle 2 the grave,0,Cradle 2 the Grave,2003,R,28 Feb 2003,101 min,36.0,5.8,"40,632",tt0306685,"$34,600,000"
422,Crank,Thriller,24,14,5,36,41,crank,0,Crank,2006,R,01 Sep 2006,88 min,57.0,6.9,"230,012",tt0479884,"$27,800,000"
423,44 Inch Chest,Crime,0,4,1,179,7,44 inch chest,0,44 Inch Chest,2009,R,15 Jan 2010,95 min,47.0,5.8,"6,420",tt0914837,
424,Collateral,Thriller,0,0,0,0,0,collateral,0,Collateral,2004,R,06 Aug 2004,120 min,71.0,7.5,"349,490",tt0369339,"$100,003,492"
425,25th Hour,Crime,0,0,0,0,0,25th hour,0,25th Hour,2002,R,10 Jan 2003,135 min,67.0,7.6,"166,545",tt0307901,
426,A Prayer Before Dawn,Crime,4,0,0,29,4,a prayer before dawn,0,A Prayer Before Dawn,2017,R,10 Aug 2018,116 min,76.0,6.9,"18,806",tt4080956,
427,A Most Violent Year,Crime,1,0,1,29,10,a most violent year,0,A Most Violent Year,2014,R,30 Jan 2015,125 min,79.0,7.0,"64,487",tt2937898,
428,Broken Arrow,Thriller,5,1,5,2,8,broken arrow,0,Broken Arrow,1996,R,09 Feb 1996,108 min,61.0,6.0,"88,924",tt0115759,
429,Breakdown,Thriller,8,10,5,24,9,breakdown,0,Breakdown,1997,R,02 May 1997,93 min,73.0,6.9,"47,264",tt0118771,
430,Bound,Thriller,7,6,4,90,28,bound,0,Bound,1996,R,04 Oct 1996,109 min,61.0,7.3,"49,122",tt0115736,
431,Cecil B. Demented,Thriller,11,3,2,32,3,cecil b. demented,0,Cecil B. DeMented,2000,R,01 Sep 2000,87 min,57.0,6.2,"12,999",tt0173716,
432,Chaos,Thriller,2,6,2,9,20,chaos,0,Chaos,2005,R,15 Dec 2005,106 min,,6.5,"50,400",tt0402910,
433,Cliffhanger,Thriller,2,3,5,21,6,cliffhanger,0,Cliffhanger,1993,R,28 May 1993,113 min,60.0,6.4,"116,698",tt0106582,
434,Liar Liar,Fantasy,3,1,5,0,6,liar liar,0,Liar Liar,1997,PG-13,21 Mar 1997,86 min,70.0,6.9,"273,714",tt0119528,
435,Blood and Wine,Thriller,6,2,6,18,9,blood and wine,0,Blood and Wine,1996,R,21 Feb 1997,101 min,,6.0,"8,985",tt0115710,
436,Blood Simple,Thriller,8,0,5,7,4,blood simple,0,Blood Simple,1984,R,18 Jan 1985,99 min,81.0,7.6,"83,644",tt0086979,
437,Body Heat,Thriller,2,0,4,5,6,body heat,0,Body Heat,1981,R,28 Aug 1981,113 min,77.0,7.4,"29,409",tt0082089,
438,Ghost Rider,Fantasy,10,2,5,47,9,ghost rider,0,Ghost Rider,2007,PG-13,16 Feb 2007,110 min,35.0,5.2,"218,752",tt0259324,"$115,802,596"
439,Erik the Viking,Fantasy,0,0,0,0,0,erik the viking,0,Erik the Viking,1989,PG-13,22 Sep 1989,107 min,,6.3,"12,609",tt0097289,
440,Drive Angry,Fantasy,8,14,10,73,17,drive angry,0,Drive Angry,2011,R,25 Feb 2011,104 min,44.0,5.4,"92,929",tt1502404,"$10,706,786"
441,Excalibur,Fantasy,0,0,0,0,0,excalibur,0,Excalibur,1981,PG,10 Apr 1981,140 min,56.0,7.4,"55,818",tt0082348,
442,Hancock,Fantasy,13,3,6,30,24,hancock,0,Hancock,2008,PG-13,02 Jul 2008,92 min,49.0,6.4,"434,647",tt0448157,"$227,946,274"
443,Flash Gordon,Fantasy,0,1,5,0,0,flash gordon,0,Flash Gordon,1980,PG,05 Dec 1980,111 min,58.0,6.5,"49,048",tt0080745,
444,Highlander,Fantasy,2,2,1,0,2,highlander,0,Highlander,1986,R,07 Mar 1986,116 min,24.0,7.1,"118,150",tt0091203,
445,Dragonslayer,Fantasy,0,0,4,0,0,dragonslayer,0,Dragonslayer,1981,PG,26 Jun 1981,109 min,68.0,6.7,"14,523",tt0082288,
446,New York Minute,Family,1,0,5,0,1,new york minute,0,New York Minute,2004,PG,07 May 2004,91 min,33.0,5.0,"21,302",tt0363282,"$14,018,364"
447,Happy Feet,Family,1,0,0,0,1,happy feet,0,Happy Feet,2006,PG,17 Nov 2006,108 min,77.0,6.4,"165,838",tt0366548,"$197,800,000"
448,Mighty Morphin Power Rangers: The Movie,Family,0,0,1,0,0,mighty morphin power rangers: the movie,0,Mighty Morphin Power Rangers: The Movie,1995,PG,30 Jun 1995,95 min,40.0,5.2,"24,582",tt0113820,
449,Mighty Joe Young,Family,3,0,5,0,0,mighty joe young,0,Mighty Joe Young,1998,PG,25 Dec 1998,114 min,51.0,5.6,"26,935",tt0120751,
450,Kung Fu Panda,Family,0,0,0,0,0,kung fu panda,0,Kung Fu Panda,2008,PG,06 Jun 2008,92 min,74.0,7.5,"405,963",tt0441773,"$215,395,021"
451,Frankenweenie,Family,0,0,0,0,0,frankenweenie,0,Frankenweenie,2012,PG,05 Oct 2012,87 min,74.0,6.9,"94,595",tt1142977,"$35,287,788"
452,Rust and Bone,Romance,4,3,1,20,13,rust and bone,0,Rust and Bone,2012,R,17 May 2012,120 min,73.0,7.5,"62,034",tt2053425,"$1,900,000"
453,Dogma,Fantasy,20,15,6,66,57,dogma,0,Dogma,1999,R,12 Nov 1999,130 min,62.0,7.3,"204,707",tt0120655,
454,Field of Dreams,Family,5,2,8,6,6,field of dreams,0,Field of Dreams,1989,PG,05 May 1989,107 min,57.0,7.5,"105,057",tt0097351,
455,Finding Nemo,Family,0,0,0,0,0,finding nemo,0,Finding Nemo,2003,G,30 May 2003,100 min,90.0,8.1,"920,858",tt0266543,"$380,529,370"
456,Remember Me,Romance,13,2,2,3,10,remember me,0,Remember Me,2010,PG-13,12 Mar 2010,113 min,40.0,7.1,"134,448",tt1403981,"$18,242,661"
457,Rushmore,Romance,0,0,0,0,0,rushmore,0,Rushmore,1998,R,19 Feb 1999,93 min,86.0,7.7,"164,730",tt0128445,
458,Revolutionary Road,Romance,3,0,12,12,3,revolutionary road,0,Revolutionary Road,2008,R,23 Jan 2009,119 min,69.0,7.3,"190,055",tt0959337,"$22,877,808"
459,Rocky,Romance,2,0,8,2,0,rocky,0,Rocky,1976,PG,03 Dec 1976,120 min,70.0,8.1,"502,081",tt0075148,
460,Romeo & Juliet,Romance,0,0,0,0,0,romeo & juliet,0,Romeo & Juliet,1978,TV-14,03 Dec 1978,168 min,,6.8,340,tt0078176,
461,Runaway Bride,Romance,3,0,1,0,0,runaway bride,0,Runaway Bride,1999,PG,30 Jul 1999,116 min,39.0,5.5,"90,635",tt0163187,
462,Punch-Drunk Love,Romance,1,0,4,18,6,punch-drunk love,0,Punch-Drunk Love,2002,R,01 Nov 2002,95 min,78.0,7.3,"142,544",tt0272338,"$17,800,000"
463,Pretty Woman,Romance,7,3,2,4,11,pretty woman,0,Pretty Woman,1990,R,23 Mar 1990,119 min,51.0,7.0,"278,631",tt0100405,
464,Rachel Getting Married,Romance,5,0,1,10,7,rachel getting married,0,Rachel Getting Married,2008,R,31 Oct 2008,113 min,82.0,6.7,"46,580",tt1084950,"$12,748,504"
465,Out of Sight,Romance,15,0,3,51,42,out of sight,0,Out of Sight,1998,R,26 Jun 1998,123 min,85.0,7.0,"82,946",tt0120780,
466,Platinum Blonde,Romance,0,0,0,0,0,platinum blonde,0,Platinum Blonde,1931,Passed,31 Oct 1931,89 min,,6.9,"2,623",tt0022268,
467,No Strings Attached,Romance,7,5,1,29,13,no strings attached,0,No Strings Attached,2011,R,21 Jan 2011,108 min,50.0,6.2,"208,225",tt1411238,"$70,300,000"
468,Never Been Kissed,Romance,0,0,0,0,0,never been kissed,0,Never Been Kissed,1999,PG-13,09 Apr 1999,107 min,60.0,6.1,"81,213",tt0151738,
469,My Girl,Romance,0,0,2,0,3,my girl,0,My Girl,1991,PG,27 Nov 1991,102 min,56.0,6.9,"70,013",tt0102492,
470,Pride and Prejudice,Romance,1,0,5,0,0,pride and prejudice,0,Pride and Prejudice,1995,TV-PG,14 Jan 1996,327 min,,8.8,"72,954",tt0112130,
471,My Best Friend's Wedding,Romance,4,4,8,12,19,my best friend's wedding,0,My Best Friend's Wedding,1997,PG-13,20 Jun 1997,105 min,50.0,6.3,"124,674",tt0119738,
472,Notting Hill,Romance,2,1,8,2,4,notting hill,0,Notting Hill,1999,PG-13,28 May 1999,124 min,68.0,7.1,"262,806",tt0125439,
473,Moonstruck,Romance,0,2,2,0,2,moonstruck,0,Moonstruck,1987,PG,15 Jan 1988,102 min,83.0,7.1,"47,598",tt0093565,
474,Ninotchka,Romance,0,0,0,0,0,ninotchka,0,Ninotchka,1939,Not Rated,23 Nov 1939,110 min,,7.9,"18,327",tt0031725,
475,Natural Born Killers,Romance,20,11,8,46,30,natural born killers,0,Natural Born Killers,1994,R,26 Aug 1994,118 min,74.0,7.3,"210,566",tt0110632,
476,Moonrise Kingdom,Romance,0,0,5,0,1,moonrise kingdom,0,Moonrise Kingdom,2012,PG-13,29 Jun 2012,94 min,84.0,7.8,"309,299",tt1748122,"$45,507,865"
477,Monte Carlo,Romance,2,1,1,0,0,monte carlo,0,Monte Carlo,2011,PG,01 Jul 2011,109 min,43.0,5.8,"40,274",tt1067774,"$22,500,000"
478,Marty,Romance,0,0,0,0,0,marty,0,Marty,1955,Not Rated,10 Jun 1955,90 min,,7.7,"20,694",tt0048356,
479,Midnight in Paris,Romance,0,0,5,0,0,midnight in paris,0,Midnight in Paris,2011,PG-13,10 Jun 2011,94 min,81.0,7.7,"376,423",tt1605783,"$55,400,000"
480,Marley & Me,Romance,5,1,3,0,0,marley & me,0,Marley & Me,2008,PG,25 Dec 2008,115 min,53.0,7.1,"143,412",tt0822832,"$143,084,510"
481,Man Trouble,Romance,5,6,15,6,10,man trouble,0,Man Trouble,1992,PG-13,17 Jul 1992,100 min,,4.7,"2,825",tt0104804,
482,Legend,Romance,2,0,3,0,1,legend,0,Legend,2015,R,20 Nov 2015,132 min,55.0,6.9,"152,324",tt3569230,"$14,146,549"
483,Starman,Sci-Fi,3,1,9,0,10,starman,0,Starman,1984,PG,14 Dec 1984,115 min,70.0,7.0,"41,128",tt0088172,
484,Last Tango in Paris,Romance,10,0,6,25,14,last tango in paris,0,Last Tango in Paris,1972,NC-17,07 Feb 1973,129 min,77.0,7.0,"48,278",tt0070849,
485,Lost in Translation,Romance,0,0,0,3,1,lost in translation,0,Lost in Translation,2003,R,03 Oct 2003,102 min,89.0,7.7,"398,514",tt0335266,"$44,566,004"
486,Leaving Las Vegas,Romance,4,0,1,38,3,leaving las vegas,0,Leaving Las Vegas,1995,R,09 Feb 1996,111 min,82.0,7.5,"111,717",tt0113627,
487,Star Trek: The Motion Picture,Sci-Fi,0,0,3,0,0,star trek: the motion picture,0,Star Trek: The Motion Picture,1979,G,08 Dec 1979,132 min,48.0,6.4,"79,288",tt0079945,
488,Star Trek: Generations,Sci-Fi,0,0,0,0,0,star trek: generations,0,Star Trek: Generations,1994,PG,18 Nov 1994,118 min,55.0,6.6,"74,325",tt0111280,
489,Star Trek: First Contact,Sci-Fi,0,0,0,0,0,star trek: first contact,0,Star Trek: First Contact,1996,PG-13,22 Nov 1996,111 min,71.0,7.6,"115,453",tt0117731,
490,Star Trek: Nemesis,Sci-Fi,1,0,3,0,0,star trek: nemesis,0,Star Trek: Nemesis,2002,PG-13,13 Dec 2002,116 min,51.0,6.4,"71,988",tt0253754,"$43,056,895"
491,Monster's Ball,Romance,0,0,0,0,0,monster's ball,0,Monster's Ball,2001,R,01 Mar 2002,111 min,69.0,7.0,"80,974",tt0285742,"$31,252,964"
492,Star Trek II: The Wrath of Khan,Sci-Fi,0,0,0,0,0,star trek ii: the wrath of khan,0,Star Trek II: The Wrath of Khan,1982,PG,04 Jun 1982,113 min,67.0,7.7,"110,150",tt0084726,
493,Space Milkshake,Sci-Fi,1,2,3,1,1,space milkshake,0,Space Milkshake,2012,Not Rated,15 Feb 2013,85 min,,6.0,"1,377",tt1954843,
494,Star Trek,Sci-Fi,5,0,16,29,6,star trek,0,Star Trek,2009,PG-13,08 May 2009,127 min,82.0,7.9,"569,689",tt0796366,"$257,704,099"
495,Solaris,Sci-Fi,0,0,1,12,1,solaris,0,Solaris,2002,PG-13,27 Nov 2002,99 min,65.0,6.2,"77,794",tt0307479,"$14,780,776"
496,Serenity,Sci-Fi,4,0,3,1,2,serenity,0,Serenity,2005,PG-13,30 Sep 2005,119 min,74.0,7.8,"278,632",tt0379786,"$25,335,935"
497,Soldier,Sci-Fi,10,1,4,4,8,soldier,0,Soldier,1998,R,23 Oct 1998,99 min,,6.0,"50,772",tt0120157,
498,Sphere,Sci-Fi,1,1,13,18,20,sphere,0,Sphere,1998,PG-13,13 Feb 1998,134 min,35.0,6.1,"97,311",tt0120184,
499,Repo Man,Sci-Fi,11,1,22,54,36,repo man,0,Repo Man,1984,R,02 Mar 1984,92 min,75.0,6.9,"32,672",tt0087995,
500,Simone,Sci-Fi,0,3,5,0,2,simone,0,Simone,2013,Not Rated,24 Jun 2013,72 min,,6.0,46,tt2916440,
501,Rise of the Planet of the Apes,Sci-Fi,4,2,5,0,0,rise of the planet of the apes,0,Rise of the Planet of the Apes,2011,PG-13,05 Aug 2011,105 min,68.0,7.6,"488,681",tt1318514,"$175,300,000"
502,Spider-Man,Sci-Fi,2,0,10,0,1,spider-man,0,Spider-Man,2002,PG-13,03 May 2002,121 min,73.0,7.3,"671,651",tt0145487,"$403,706,375"
503,Red Planet,Sci-Fi,0,0,0,0,0,red planet,0,Red Planet,2000,PG-13,10 Nov 2000,106 min,34.0,5.7,"54,131",tt0199753,
504,Oblivion,Sci-Fi,0,2,1,0,0,oblivion,0,Oblivion,2013,PG-13,19 Apr 2013,124 min,54.0,7.0,"473,697",tt1483013,"$89,021,735"
505,Paul,Sci-Fi,3,2,10,25,19,paul,0,Paul,2011,R,18 Mar 2011,104 min,57.0,7.0,"229,607",tt1092026,"$37,371,385"
506,Pi,Sci-Fi,1,0,9,10,5,pi,0,Pi,1998,R,10 Jul 1998,84 min,72.0,7.4,"166,458",tt0138704,
507,Passengers,Sci-Fi,0,1,0,0,0,passengers,0,Passengers,2016,PG-13,21 Dec 2016,116 min,41.0,7.0,"336,522",tt1355644,"$100,014,092"
508,Badlands,Thriller,1,4,3,0,0,badlands,0,Badlands,1973,PG,05 Jan 1974,94 min,93.0,7.8,"63,169",tt0069762,
509,Barton Fink,Thriller,5,13,30,4,5,barton fink,0,Barton Fink,1991,R,21 Aug 1991,116 min,69.0,7.7,"109,491",tt0101410,
510,Assassins,Thriller,5,5,5,64,31,assassins,0,Assassins,1995,R,06 Oct 1995,132 min,,6.3,"75,979",tt0112401,
